"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"in_out";"Least_age";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"Sex";"Own_survival";"N_Recruits";"r2s";"parent_in_pedigree";"present_in_pedigree";"ever_a_parent";"ringed_ad_recorded";"estimated_pop_size";"observed_breeding_popsize"
"7538";"2011_8M72679_hestmannøy";"2011_8M72679";"8M72679";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"never";226;283;245
"7539";"2011_8M72680_hestmannøy";"2011_8M72680";"8M72680";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;"m";1;1;3;"yes";"yes";"yes";226;283;245
"7540";"2012_8M72680_hestmannøy";"2012_8M72680";"8M72680";"2012_hestmannøy";2012;"hestmannøy";27;0;2;2010;"no";"obs";NA;NA;"m";0;0;0;"yes";"yes";"yes";123;156;140
"7541";"2011_8M72681_hestmannøy";"2011_8M72681";"8M72681";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";226;283;245
"7542";"2011_8M72707_indre kvarøy";"2011_8M72707";"8M72707";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";NA;"capt";NA;"f";0;0;0;"yes";"yes";"yes";63;129;90
"7543";"2011_8M72708_indre kvarøy";"2011_8M72708";"8M72708";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";NA;"capt";NA;"f";0;0;0;"yes";"yes";"yes";63;129;90
"7544";"2011_8M72716_gjerøy";"2011_8M72716";"8M72716";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";129;144;139
"7545";"2011_8M72719_hestmannøy";"2011_8M72719";"8M72719";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"never";226;283;245
"7546";"2012_8M72719_hestmannøy";"2012_8M72719";"8M72719";"2012_hestmannøy";2012;"hestmannøy";27;0;2;2010;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"never";123;156;140
"7547";"2013_8M72719_hestmannøy";"2013_8M72719";"8M72719";"2013_hestmannøy";2013;"hestmannøy";27;0;3;2010;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";92;112;100
"7548";"2011_8M72722_hestmannøy";"2011_8M72722";"8M72722";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"f";1;0;2;"yes";"yes";"yes";226;283;245
"7549";"2012_8M72722_hestmannøy";"2012_8M72722";"8M72722";"2012_hestmannøy";2012;"hestmannøy";27;0;2;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"yes";123;156;140
"7550";"2011_8M72725_hestmannøy";"2011_8M72725";"8M72725";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";226;283;245
"7551";"2011_8M72736_gjerøy";"2011_8M72736";"8M72736";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"m";1;4;6;"yes";"yes";"yes";129;144;139
"7552";"2012_8M72736_gjerøy";"2012_8M72736";"8M72736";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"gene_new";NA;NA;"gene_new";"m";0;1;1;"yes";"yes";"yes";140;196;164
"7553";"2011_8M72737_gjerøy";"2011_8M72737";"8M72737";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";129;144;139
"7554";"2012_8M72737_gjerøy";"2012_8M72737";"8M72737";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";NA;NA;"f";0;4;4;"yes";"yes";"yes";140;196;164
"7555";"2011_8M72739_gjerøy";"2011_8M72739";"8M72739";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";129;144;139
"7556";"2012_8M72739_gjerøy";"2012_8M72739";"8M72739";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";NA;NA;"f";0;1;1;"yes";"yes";"yes";140;196;164
"7557";"2011_8M72741_gjerøy";"2011_8M72741";"8M72741";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"never";129;144;139
"7558";"2012_8M72741_gjerøy";"2012_8M72741";"8M72741";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";140;196;164
"7559";"2011_8M72745_myken";"2011_8M72745";"8M72745";"2011_myken";2011;"myken";22;1;1;2010;"no";"obs";"capt";NA;"f";0;2;2;"yes";"yes";"yes";22;27;24
"7560";"2011_8M72749_myken";"2011_8M72749";"8M72749";"2011_myken";2011;"myken";22;1;1;2010;"no";"obs";"capt";NA;"f";0;0;0;"no";"yes";"never";22;27;24
"7561";"2011_8M72752_myken";"2011_8M72752";"8M72752";"2011_myken";2011;"myken";22;1;1;2010;"no";"obs";"capt";NA;"m";1;0;2;"yes";"yes";"yes";22;27;24
"7562";"2012_8M72752_myken";"2012_8M72752";"8M72752";"2012_myken";2012;"myken";22;1;2;2010;"no";"obs";NA;NA;"m";0;1;1;"yes";"yes";"yes";19;36;22
"7563";"2011_8M72757_træna";"2011_8M72757";"8M72757";"2011_træna";2011;"træna";23;1;1;2010;"yes";NA;NA;NA;"f";1;0;2;"no";"no";"never";71;113;87
"7564";"2012_8M72757_træna";"2012_8M72757";"8M72757";"2012_træna";2012;"træna";23;1;2;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"no";"never";42;54;61
"7565";"2011_8M72764_indre kvarøy";"2011_8M72764";"8M72764";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";NA;"capt";NA;"m";0;0;0;"no";"yes";"never";63;129;90
"7566";"2011_8M72766_indre kvarøy";"2011_8M72766";"8M72766";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";63;129;90
"7567";"2012_8M72766_indre kvarøy";"2012_8M72766";"8M72766";"2012_indre kvarøy";2012;"indre kvarøy";28;0;2;2010;"no";"obs";"capt";NA;"m";1;3;5;"yes";"yes";"yes";48;65;57
"7568";"2013_8M72766_indre kvarøy";"2013_8M72766";"8M72766";"2013_indre kvarøy";2013;"indre kvarøy";28;0;3;2010;"no";"obs";"capt";NA;"m";1;0;2;"yes";"yes";"yes";48;70;59
"7569";"2014_8M72766_indre kvarøy";"2014_8M72766";"8M72766";"2014_indre kvarøy";2014;"indre kvarøy";28;0;4;2010;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"yes";45;67;61
"7570";"2011_8M72777_hestmannøy";"2011_8M72777";"8M72777";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";226;283;245
"7571";"2011_8M72786_aldra";"2011_8M72786";"8M72786";"2011_aldra";2011;"aldra";38;0;1;2010;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"never";11;23;17
"7572";"2011_8M72792_indre kvarøy";"2011_8M72792";"8M72792";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";63;129;90
"7573";"2012_8M72792_indre kvarøy";"2012_8M72792";"8M72792";"2012_indre kvarøy";2012;"indre kvarøy";28;0;2;2010;"no";"obs";"capt";NA;"m";0;3;3;"yes";"yes";"yes";48;65;57
"7574";"2011_8M72795_indre kvarøy";"2011_8M72795";"8M72795";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";63;129;90
"7575";"2011_8M72797_indre kvarøy";"2011_8M72797";"8M72797";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";"obs";"capt";NA;"m";0;2;2;"yes";"yes";"yes";63;129;90
"7576";"2011_8M72805_gjerøy";"2011_8M72805";"8M72805";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"f";0;3;3;"yes";"yes";"yes";129;144;139
"7577";"2011_8M72806_gjerøy";"2011_8M72806";"8M72806";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";129;144;139
"7578";"2012_8M72806_gjerøy";"2012_8M72806";"8M72806";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";NA;NA;"m";1;1;3;"yes";"yes";"yes";140;196;164
"7579";"2013_8M72806_gjerøy";"2013_8M72806";"8M72806";"2013_gjerøy";2013;"gjerøy";26;0;3;2010;"no";"obs";"capt";NA;"m";1;0;2;"yes";"yes";"yes";130;168;142
"7580";"2014_8M72806_gjerøy";"2014_8M72806";"8M72806";"2014_gjerøy";2014;"gjerøy";26;0;4;2010;"no";"obs";NA;NA;"m";1;2;4;"yes";"yes";"yes";60;67;64
"7581";"2015_8M72806_gjerøy";"2015_8M72806";"8M72806";"2015_gjerøy";2015;"gjerøy";26;0;5;2010;"no";"obs";"capt";NA;"m";0;1;1;"yes";"yes";"yes";29;34;31
"7582";"2011_8M72809_gjerøy";"2011_8M72809";"8M72809";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";NA;"capt";NA;"m";0;0;0;"no";"yes";"never";129;144;139
"7583";"2011_8M72810_gjerøy";"2011_8M72810";"8M72810";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";129;144;139
"7584";"2011_8M72811_gjerøy";"2011_8M72811";"8M72811";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"f";1;0;2;"yes";"yes";"yes";129;144;139
"7585";"2012_8M72811_gjerøy";"2012_8M72811";"8M72811";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"yes";140;196;164
"7586";"2011_8M72812_gjerøy";"2011_8M72812";"8M72812";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";129;144;139
"7587";"2011_8M72818_hestmannøy";"2011_8M72818";"8M72818";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"m";1;3;5;"yes";"yes";"yes";226;283;245
"7588";"2012_8M72818_hestmannøy";"2012_8M72818";"8M72818";"2012_hestmannøy";2012;"hestmannøy";27;0;2;2010;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";123;156;140
"7589";"2013_8M72818_hestmannøy";"2013_8M72818";"8M72818";"2013_hestmannøy";2013;"hestmannøy";27;0;3;2010;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";92;112;100
"7590";"2014_8M72818_hestmannøy";"2014_8M72818";"8M72818";"2014_hestmannøy";2014;"hestmannøy";27;0;4;2010;"no";"obs";"capt";NA;"m";1;0;2;"yes";"yes";"yes";94;112;109
"7591";"2015_8M72818_hestmannøy";"2015_8M72818";"8M72818";"2015_hestmannøy";2015;"hestmannøy";27;0;5;2010;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"yes";113;178;135
"7592";"2011_8M72832_indre kvarøy";"2011_8M72832";"8M72832";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";63;129;90
"7593";"2012_8M72832_indre kvarøy";"2012_8M72832";"8M72832";"2012_indre kvarøy";2012;"indre kvarøy";28;0;2;2010;"no";"obs";NA;NA;"m";0;2;2;"yes";"yes";"yes";48;65;57
"7594";"2010_8M72848_indre kvarøy";"2010_8M72848";"8M72848";"2010_indre kvarøy";2010;"indre kvarøy";28;0;1;2009;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";50;60;55
"7595";"2011_8M72848_indre kvarøy";"2011_8M72848";"8M72848";"2011_indre kvarøy";2011;"indre kvarøy";28;0;2;2009;"no";NA;"capt";NA;"f";0;1;1;"yes";"yes";"yes";63;129;90
"7596";"2011_8M72851_gjerøy";"2011_8M72851";"8M72851";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";129;144;139
"7597";"2011_8M72853_gjerøy";"2011_8M72853";"8M72853";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";NA;NA;NA;0;0;0;"no";"yes";"never";129;144;139
"7598";"2011_8M72855_gjerøy";"2011_8M72855";"8M72855";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"never";129;144;139
"7599";"2012_8M72855_gjerøy";"2012_8M72855";"8M72855";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";140;196;164
"7600";"2010_8M72859_aldra";"2010_8M72859";"8M72859";"2010_aldra";2010;"aldra";38;0;1;2009;"no";NA;"capt";NA;"m";0;0;0;"no";"no";"never";20;27;24
"7601";"2011_8M72863_gjerøy";"2011_8M72863";"8M72863";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";129;144;139
"7602";"2012_8M72863_gjerøy";"2012_8M72863";"8M72863";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";"capt";NA;"f";1;0;2;"yes";"yes";"yes";140;196;164
"7603";"2013_8M72863_gjerøy";"2013_8M72863";"8M72863";"2013_gjerøy";2013;"gjerøy";26;0;3;2010;"no";"obs";"capt";NA;"f";0;0;0;"yes";"yes";"yes";130;168;142
"7604";"2011_8M72864_gjerøy";"2011_8M72864";"8M72864";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";129;144;139
"7605";"2012_8M72864_gjerøy";"2012_8M72864";"8M72864";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";"capt";NA;"m";1;4;6;"yes";"yes";"yes";140;196;164
"7606";"2013_8M72864_gjerøy";"2013_8M72864";"8M72864";"2013_gjerøy";2013;"gjerøy";26;0;3;2010;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"yes";130;168;142
"7607";"2010_8M72867_indre kvarøy";"2010_8M72867";"8M72867";"2010_indre kvarøy";2010;"indre kvarøy";28;0;1;2009;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";50;60;55
"7608";"2011_8M72867_indre kvarøy";"2011_8M72867";"8M72867";"2011_indre kvarøy";2011;"indre kvarøy";28;0;2;2009;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";63;129;90
"7609";"2012_8M72867_indre kvarøy";"2012_8M72867";"8M72867";"2012_indre kvarøy";2012;"indre kvarøy";28;0;3;2009;"no";"obs";NA;NA;"f";1;2;4;"yes";"yes";"yes";48;65;57
"7610";"2013_8M72867_indre kvarøy";"2013_8M72867";"8M72867";"2013_indre kvarøy";2013;"indre kvarøy";28;0;4;2009;"gene_new";NA;NA;"gene_new";"f";0;0;0;"yes";"yes";"yes";48;70;59
"7611";"2010_8M72877_hestmannøy";"2010_8M72877";"8M72877";"2010_hestmannøy";2010;"hestmannøy";27;0;1;2009;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";158;214;203
"7612";"2011_8M72877_hestmannøy";"2011_8M72877";"8M72877";"2011_hestmannøy";2011;"hestmannøy";27;0;2;2009;"no";"obs";NA;NA;"f";0;1;1;"yes";"yes";"yes";226;283;245
"7613";"2010_8M72878_hestmannøy";"2010_8M72878";"8M72878";"2010_hestmannøy";2010;"hestmannøy";27;0;1;2009;"no";NA;"capt";NA;"m";1;0;2;"no";"yes";"yes";158;214;203
"7614";"2011_8M72878_hestmannøy";"2011_8M72878";"8M72878";"2011_hestmannøy";2011;"hestmannøy";27;0;2;2009;"no";"obs";NA;NA;"m";1;1;3;"yes";"yes";"yes";226;283;245
"7615";"2012_8M72878_hestmannøy";"2012_8M72878";"8M72878";"2012_hestmannøy";2012;"hestmannøy";27;0;3;2009;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";123;156;140
"7616";"2013_8M72878_hestmannøy";"2013_8M72878";"8M72878";"2013_hestmannøy";2013;"hestmannøy";27;0;4;2009;"no";"obs";NA;NA;"m";0;0;0;"yes";"yes";"yes";92;112;100
"7617";"2010_8M72879_indre kvarøy";"2010_8M72879";"8M72879";"2010_indre kvarøy";2010;"indre kvarøy";28;0;1;2009;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";50;60;55
"7618";"2011_8M72879_indre kvarøy";"2011_8M72879";"8M72879";"2011_indre kvarøy";2011;"indre kvarøy";28;0;2;2009;"gene_new";NA;NA;"gene_new";"f";0;0;0;"yes";"yes";"yes";63;129;90
"7619";"2010_8M72881_hestmannøy";"2010_8M72881";"8M72881";"2010_hestmannøy";2010;"hestmannøy";27;0;1;2009;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";158;214;203
"7620";"2011_8M72881_hestmannøy";"2011_8M72881";"8M72881";"2011_hestmannøy";2011;"hestmannøy";27;0;2;2009;"no";"obs";NA;NA;"m";0;1;1;"yes";"yes";"yes";226;283;245
"7621";"2011_8M72882_gjerøy";"2011_8M72882";"8M72882";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";129;144;139
"7622";"2012_8M72882_gjerøy";"2012_8M72882";"8M72882";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";"capt";NA;"f";0;1;1;"yes";"yes";"yes";140;196;164
"7623";"2011_8M72884_gjerøy";"2011_8M72884";"8M72884";"2011_gjerøy";2011;"gjerøy";26;0;1;2010;"no";"obs";"capt";NA;"m";1;0;2;"yes";"yes";"yes";129;144;139
"7624";"2012_8M72884_gjerøy";"2012_8M72884";"8M72884";"2012_gjerøy";2012;"gjerøy";26;0;2;2010;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"yes";140;196;164
"7625";"2011_8M72887_nesøy";"2011_8M72887";"8M72887";"2011_nesøy";2011;"nesøy";20;0;1;2010;"no";NA;"capt";NA;"m";0;0;0;"no";"yes";"never";15;35;28
"7626";"2011_8M72891_nesøy";"2011_8M72891";"8M72891";"2011_nesøy";2011;"nesøy";20;0;1;2010;"no";NA;"capt";NA;"f";0;0;0;"yes";"yes";"yes";15;35;28
"7627";"2011_8M72892_nesøy";"2011_8M72892";"8M72892";"2011_nesøy";2011;"nesøy";20;0;1;2010;"no";NA;"capt";NA;"m";0;0;0;"yes";"yes";"yes";15;35;28
"7628";"2011_8M72893_nesøy";"2011_8M72893";"8M72893";"2011_nesøy";2011;"nesøy";20;0;1;2010;"yes";NA;NA;NA;"f";1;0;2;"yes";"yes";"yes";15;35;28
"7629";"2012_8M72893_nesøy";"2012_8M72893";"8M72893";"2012_nesøy";2012;"nesøy";20;0;2;2010;"no";"obs";"capt";NA;"f";0;0;0;"no";"yes";"yes";16;23;17
"7630";"2011_8M72897_indre kvarøy";"2011_8M72897";"8M72897";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";NA;"capt";NA;"m";1;0;2;"yes";"yes";"yes";63;129;90
"7631";"2012_8M72897_indre kvarøy";"2012_8M72897";"8M72897";"2012_indre kvarøy";2012;"indre kvarøy";28;0;2;2010;"no";"obs";"capt";NA;"m";1;2;4;"yes";"yes";"yes";48;65;57
"7632";"2013_8M72897_indre kvarøy";"2013_8M72897";"8M72897";"2013_indre kvarøy";2013;"indre kvarøy";28;0;3;2010;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";48;70;59
"7633";"2014_8M72897_indre kvarøy";"2014_8M72897";"8M72897";"2014_indre kvarøy";2014;"indre kvarøy";28;0;4;2010;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";45;67;61
"7634";"2015_8M72897_indre kvarøy";"2015_8M72897";"8M72897";"2015_indre kvarøy";2015;"indre kvarøy";28;0;5;2010;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";68;102;81
"7635";"2016_8M72897_indre kvarøy";"2016_8M72897";"8M72897";"2016_indre kvarøy";2016;"indre kvarøy";28;0;6;2010;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";65;76;80
"7636";"2017_8M72897_indre kvarøy";"2017_8M72897";"8M72897";"2017_indre kvarøy";2017;"indre kvarøy";28;0;7;2010;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"yes";59;80;76
"7637";"2011_8M72898_hestmannøy";"2011_8M72898";"8M72898";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;NA;0;0;0;"no";"yes";"never";226;283;245
"7638";"2011_8M72906_hestmannøy";"2011_8M72906";"8M72906";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;"m";0;0;0;"yes";"yes";"yes";226;283;245
"7639";"2011_8M72907_hestmannøy";"2011_8M72907";"8M72907";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";226;283;245
"7640";"2011_8M72908_hestmannøy";"2011_8M72908";"8M72908";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"yes";226;283;245
"7641";"2012_8M72908_hestmannøy";"2012_8M72908";"8M72908";"2012_hestmannøy";2012;"hestmannøy";27;0;2;2010;"no";"obs";NA;NA;"f";1;3;5;"yes";"yes";"yes";123;156;140
"7642";"2013_8M72908_hestmannøy";"2013_8M72908";"8M72908";"2013_hestmannøy";2013;"hestmannøy";27;0;3;2010;"no";"obs";"capt";NA;"f";0;1;1;"yes";"yes";"yes";92;112;100
"7643";"2010_8M72909_hestmannøy";"2010_8M72909";"8M72909";"2010_hestmannøy";2010;"hestmannøy";27;0;1;2009;"no";NA;"capt";NA;"f";1;2;4;"yes";"yes";"yes";158;214;203
"7644";"2011_8M72909_hestmannøy";"2011_8M72909";"8M72909";"2011_hestmannøy";2011;"hestmannøy";27;0;2;2009;"gene_new";NA;NA;"gene_new";"f";1;0;2;"yes";"yes";"yes";226;283;245
"7645";"2012_8M72909_hestmannøy";"2012_8M72909";"8M72909";"2012_hestmannøy";2012;"hestmannøy";27;0;3;2009;"gene_new";NA;NA;"gene_new";"f";0;0;0;"yes";"yes";"yes";123;156;140
"7646";"2011_8M72913_hestmannøy";"2011_8M72913";"8M72913";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"f";1;0;2;"yes";"yes";"yes";226;283;245
"7647";"2012_8M72913_hestmannøy";"2012_8M72913";"8M72913";"2012_hestmannøy";2012;"hestmannøy";27;0;2;2010;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";123;156;140
"7648";"2013_8M72913_hestmannøy";"2013_8M72913";"8M72913";"2013_hestmannøy";2013;"hestmannøy";27;0;3;2010;"no";"obs";"capt";NA;"f";1;0;2;"yes";"yes";"yes";92;112;100
"7649";"2014_8M72913_hestmannøy";"2014_8M72913";"8M72913";"2014_hestmannøy";2014;"hestmannøy";27;0;4;2010;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";94;112;109
"7650";"2015_8M72913_hestmannøy";"2015_8M72913";"8M72913";"2015_hestmannøy";2015;"hestmannøy";27;0;5;2010;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";113;178;135
"7651";"2016_8M72913_hestmannøy";"2016_8M72913";"8M72913";"2016_hestmannøy";2016;"hestmannøy";27;0;6;2010;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"yes";77;94;94
"7652";"2017_8M72913_hestmannøy";"2017_8M72913";"8M72913";"2017_hestmannøy";2017;"hestmannøy";27;0;7;2010;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"yes";96;117;112
"7653";"2011_8M72914_hestmannøy";"2011_8M72914";"8M72914";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";226;283;245
"7654";"2012_8M72914_hestmannøy";"2012_8M72914";"8M72914";"2012_hestmannøy";2012;"hestmannøy";27;0;2;2010;"no";"obs";NA;NA;"f";0;0;0;"yes";"yes";"yes";123;156;140
"7655";"2011_8M72916_indre kvarøy";"2011_8M72916";"8M72916";"2011_indre kvarøy";2011;"indre kvarøy";28;0;1;2010;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"never";63;129;90
"7656";"2011_8M72919_hestmannøy";"2011_8M72919";"8M72919";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"gene_new";NA;NA;"gene_new";"f";0;1;1;"yes";"yes";"yes";226;283;245
"7657";"2011_8M72923_hestmannøy";"2011_8M72923";"8M72923";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";226;283;245
"7658";"2011_8M72924_hestmannøy";"2011_8M72924";"8M72924";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"m";0;0;0;"yes";"yes";"yes";226;283;245
"7659";"2011_8M72928_hestmannøy";"2011_8M72928";"8M72928";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"m";0;1;1;"yes";"yes";"yes";226;283;245
"7660";"2011_8M72929_hestmannøy";"2011_8M72929";"8M72929";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"f";0;1;1;"yes";"yes";"yes";226;283;245
"7661";"2011_8M72931_hestmannøy";"2011_8M72931";"8M72931";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";"capt";NA;"f";1;3;5;"yes";"yes";"yes";226;283;245
"7662";"2012_8M72931_hestmannøy";"2012_8M72931";"8M72931";"2012_hestmannøy";2012;"hestmannøy";27;0;2;2010;"no";"obs";NA;NA;"f";1;0;2;"yes";"yes";"yes";123;156;140
"7663";"2013_8M72931_hestmannøy";"2013_8M72931";"8M72931";"2013_hestmannøy";2013;"hestmannøy";27;0;3;2010;"no";"obs";"capt";NA;"f";1;0;2;"yes";"yes";"yes";92;112;100
"7664";"2014_8M72931_hestmannøy";"2014_8M72931";"8M72931";"2014_hestmannøy";2014;"hestmannøy";27;0;4;2010;"no";"obs";"capt";NA;"f";0;1;1;"yes";"yes";"yes";94;112;109
"7665";"2011_8M72932_hestmannøy";"2011_8M72932";"8M72932";"2011_hestmannøy";2011;"hestmannøy";27;0;1;2010;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";226;283;245
"7666";"2010_8M72933_hestmannøy";"2010_8M72933";"8M72933";"2010_hestmannøy";2010;"hestmannøy";27;0;1;2009;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"never";158;214;203
"7667";"2010_8M72934_hestmannøy";"2010_8M72934";"8M72934";"2010_hestmannøy";2010;"hestmannøy";27;0;1;2009;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";158;214;203
"7668";"2011_8M72934_hestmannøy";"2011_8M72934";"8M72934";"2011_hestmannøy";2011;"hestmannøy";27;0;2;2009;"yes";NA;NA;NA;"m";1;0;2;"yes";"yes";"yes";226;283;245
